year,quarter,state_name/ut_name,districts_name,registered_users
2021,4,assam,biswanath district,67580
2021,4,assam,jorhat district,145111
2022,1,assam,tinsukia district,179301
2022,1,assam,lakhimpur district,120220
2022,1,assam,kamrup district,198189
2022,1,assam,kokrajhar district,82364
2022,1,assam,karbi anglong district,78533
2022,1,assam,sivasagar district,102281
2022,1,assam,dibrugarh district,210525
2022,1,assam,south salmara mancachar district,38302
2022,1,assam,nagaon district,268636
2022,1,assam,dhubri district,137698
2022,1,assam,golaghat district,133110
2022,1,assam,udalguri district,78818
2022,1,assam,majuli district,18571
2022,1,assam,sonitpur district,211236
2022,1,assam,hojai district,86278
2022,1,assam,marigaon district,118114
2022,1,assam,chirang district,49100
2022,1,assam,cachar district,230089
2022,1,assam,nalbari district,91599
2022,1,assam,west karbi anglong district,17520
2022,1,assam,dhemaji district,92508
2022,1,assam,karimganj district,121183
2022,1,assam,bongaigaon district,108394
2022,1,assam,dima hasao district,32525
2022,1,assam,baksa district,101877
2022,1,assam,charaideo district,54795
2022,1,assam,darrang district,96249
2022,1,assam,kamrup metropolitan district,767859
2022,1,assam,hailakandi district,77112
2022,1,assam,barpeta district,238871
2022,1,assam,goalpara district,123781
2022,1,assam,biswanath district,72362
2022,1,assam,jorhat district,154589
2022,2,assam,tinsukia district,189633
2022,2,assam,lakhimpur district,127316
2022,2,assam,kamrup district,210048
2022,2,assam,kokrajhar district,87353
2022,2,assam,karbi anglong district,83178
2022,2,assam,sivasagar district,108296
2022,2,assam,dibrugarh district,222494
2022,2,assam,south salmara mancachar district,40714
2022,2,assam,nagaon district,284558
2022,2,assam,dhubri district,146304
2022,2,assam,golaghat district,140961
2022,2,assam,udalguri district,83629
2022,2,assam,majuli district,19678
2022,2,assam,sonitpur district,223514
2022,2,assam,hojai district,91289
2022,2,assam,marigaon district,125094
2022,2,assam,chirang district,52054
2022,2,assam,cachar district,243727
2022,2,assam,nalbari district,96855
2022,2,assam,west karbi anglong district,18603
2022,2,assam,dhemaji district,97885
2022,2,assam,karimganj district,128589
2022,2,assam,bongaigaon district,114947
2022,2,assam,dima hasao district,34416
2022,2,assam,baksa district,108093
2022,2,assam,charaideo district,58046
2022,2,assam,darrang district,102100
2022,2,assam,kamrup metropolitan district,810057
2022,2,assam,hailakandi district,81807
2022,2,assam,barpeta district,253194
2022,2,assam,goalpara district,131350
2022,2,assam,biswanath district,76698
2022,2,assam,jorhat district,163307
2022,3,assam,tinsukia district,199942
2022,3,assam,lakhimpur district,134167
2022,3,assam,kamrup district,221721
2022,3,assam,kokrajhar district,92019
2022,3,assam,karbi anglong district,87673
2022,3,assam,sivasagar district,114163
2022,3,assam,dibrugarh district,234149
2022,3,assam,south salmara mancachar district,43159
2022,3,assam,nagaon district,300653
2022,3,assam,dhubri district,154896
2022,3,assam,golaghat district,148419
2022,3,assam,udalguri district,87984
2022,3,assam,majuli district,20640
2022,3,assam,sonitpur district,235752
2022,3,assam,hojai district,96394
2022,3,assam,marigaon district,131985
2022,3,assam,chirang district,55020
2022,3,assam,cachar district,257370
2022,3,assam,nalbari district,102232
2022,3,assam,west karbi anglong district,19543
2022,3,assam,dhemaji district,103193
2022,3,assam,karimganj district,135721
2022,3,assam,bongaigaon district,121477
2022,3,assam,dima hasao district,36162
2022,3,assam,baksa district,113700
2022,3,assam,charaideo district,61141
2022,3,assam,darrang district,107920
2022,3,assam,kamrup metropolitan district,854019
2022,3,assam,hailakandi district,86454
2022,3,assam,barpeta district,267667
2022,3,assam,goalpara district,138786
2022,3,assam,biswanath district,80965
2022,3,assam,jorhat district,171824
2022,4,assam,tinsukia district,209247
2022,4,assam,lakhimpur district,139753
2022,4,assam,kamrup district,231849
2022,4,assam,kokrajhar district,95812
2022,4,assam,karbi anglong district,91420
2022,4,assam,sivasagar district,118956
2022,4,assam,dibrugarh district,244755
2022,4,assam,south salmara mancachar district,45335
2022,4,assam,nagaon district,314901
2022,4,assam,dhubri district,162126
2022,4,assam,golaghat district,154556
2022,4,assam,udalguri district,91414
2022,4,assam,majuli district,21428
2022,4,assam,sonitpur district,246327
2022,4,assam,hojai district,101076
2022,4,assam,marigaon district,138147
2022,4,assam,chirang district,57336
2022,4,assam,cachar district,269556
2022,4,assam,nalbari district,106762
2022,4,assam,west karbi anglong district,20258
2022,4,assam,dhemaji district,107602
2022,4,assam,karimganj district,141959
2022,4,assam,bongaigaon district,127238
2022,4,assam,dima hasao district,37773
2022,4,assam,baksa district,118160
2022,4,assam,charaideo district,63748
2022,4,assam,darrang district,112770
2022,4,assam,kamrup metropolitan district,897245
2022,4,assam,hailakandi district,90713
2022,4,assam,barpeta district,280479
2022,4,assam,goalpara district,145213
2022,4,assam,biswanath district,84425
2022,4,assam,jorhat district,179437
2018,1,uttar-pradesh,amethi district,28949
2018,1,uttar-pradesh,siddharthnagar district,24858
2018,1,uttar-pradesh,auraiya district,21705
2018,1,uttar-pradesh,sambhal district,22039
2018,1,uttar-pradesh,kanpur nagar district,208389
2018,1,uttar-pradesh,aligarh district,84375
2018,1,uttar-pradesh,mahoba district,12930
2018,1,uttar-pradesh,lucknow district,380070
2018,1,uttar-pradesh,sant kabeer nagar district,19906
2018,1,uttar-pradesh,hathras district,24848
2018,1,uttar-pradesh,budaun district,28217
2018,1,uttar-pradesh,moradabad district,57057
2018,1,uttar-pradesh,kushinagar district,60631
2018,1,uttar-pradesh,baghpat district,27155
2018,1,uttar-pradesh,shahjahanpur district,39155
2018,1,uttar-pradesh,muzaffarnagar district,56136
2018,1,uttar-pradesh,ambedkar nagar district,36853
2018,1,uttar-pradesh,bahraich district,23003
2018,1,uttar-pradesh,jalaun district,32085
2018,1,uttar-pradesh,rampur district,30312
2018,1,uttar-pradesh,ballia district,59431
2018,1,uttar-pradesh,shravasti district,5380
2018,1,uttar-pradesh,kasganj district,15670
2018,1,uttar-pradesh,varanasi district,206788
2018,1,uttar-pradesh,gautam buddha nagar district,448768
2018,1,uttar-pradesh,basti district,38586
2018,1,uttar-pradesh,shamli district,23247
2018,1,uttar-pradesh,maharajganj district,33481
2018,1,uttar-pradesh,etawah district,28534
2018,1,uttar-pradesh,etah district,19926
2018,1,uttar-pradesh,banda district,18718
2018,1,uttar-pradesh,bijnor district,52039
2018,1,uttar-pradesh,hardoi district,33813
2018,1,uttar-pradesh,balrampur district,13778
2018,1,uttar-pradesh,amroha district,27497
2018,1,uttar-pradesh,pilibhit district,28407
2018,1,uttar-pradesh,mainpuri district,25568
2018,1,uttar-pradesh,kanpur dehat district,18293
2018,1,uttar-pradesh,jaunpur district,78930
2018,1,uttar-pradesh,kaushambi district,12102
2018,1,uttar-pradesh,hapur district,34731
2018,1,uttar-pradesh,hamirpur district,16985
2018,1,uttar-pradesh,meerut district,123619
2018,1,uttar-pradesh,mathura district,70100
2018,1,uttar-pradesh,chitrakoot district,10679
2018,1,uttar-pradesh,lalitpur district,20957
2018,1,uttar-pradesh,mau district,36792
2018,1,uttar-pradesh,mirzapur district,39327
2018,1,uttar-pradesh,bulandshahr district,60527
2018,1,uttar-pradesh,gonda district,34648
2018,1,uttar-pradesh,jhansi district,74623
2018,1,uttar-pradesh,chandauli district,38971
2018,1,uttar-pradesh,bhadohi district,29109
2018,1,uttar-pradesh,pratapgarh district,41557
2018,1,uttar-pradesh,saharanpur district,73819
2018,1,uttar-pradesh,bara banki district,36150
2018,1,uttar-pradesh,bareilly district,112369
2018,1,uttar-pradesh,sitapur district,39869
2018,1,uttar-pradesh,sultanpur district,38698
2018,1,uttar-pradesh,agra district,148387
2018,1,uttar-pradesh,fatehpur district,26460
2018,1,uttar-pradesh,rae bareli district,34388
2018,1,uttar-pradesh,firozabad district,40297
2018,1,uttar-pradesh,kheri district,51685
2018,1,uttar-pradesh,gorakhpur district,132769
2018,1,uttar-pradesh,unnao district,33339
2018,1,uttar-pradesh,prayagraj district,220198
2018,1,uttar-pradesh,sonbhadra district,44097
2018,1,uttar-pradesh,ghazipur district,64317
2018,1,uttar-pradesh,farrukhabad district,26440
2018,1,uttar-pradesh,kannauj district,19583
2018,1,uttar-pradesh,azamgarh district,68976
2018,1,uttar-pradesh,ayodhya district,51410
2018,1,uttar-pradesh,deoria district,61062
2018,1,uttar-pradesh,ghaziabad district,329683
2018,2,uttar-pradesh,amethi district,40163
2018,2,uttar-pradesh,siddharthnagar district,35144
2018,2,uttar-pradesh,auraiya district,30766
2018,2,uttar-pradesh,sambhal district,30654
2018,2,uttar-pradesh,kanpur nagar district,285101
2018,2,uttar-pradesh,aligarh district,115765
2018,2,uttar-pradesh,mahoba district,17894
2018,2,uttar-pradesh,lucknow district,506261
2018,2,uttar-pradesh,sant kabeer nagar district,28579
2018,2,uttar-pradesh,hathras district,34682
2018,2,uttar-pradesh,budaun district,39219
2018,2,uttar-pradesh,moradabad district,77532
2018,2,uttar-pradesh,kushinagar district,85133
2018,2,uttar-pradesh,baghpat district,38162
2018,2,uttar-pradesh,shahjahanpur district,53883
2018,2,uttar-pradesh,muzaffarnagar district,76722
2018,2,uttar-pradesh,ambedkar nagar district,51740
2018,2,uttar-pradesh,bahraich district,32882
2018,2,uttar-pradesh,jalaun district,44385
2018,2,uttar-pradesh,rampur district,40457
2018,2,uttar-pradesh,ballia district,85108
2018,2,uttar-pradesh,shravasti district,7768
2018,2,uttar-pradesh,kasganj district,22301
2018,2,uttar-pradesh,varanasi district,288325
2018,2,uttar-pradesh,gautam buddha nagar district,586350
2018,2,uttar-pradesh,basti district,54600
2018,2,uttar-pradesh,shamli district,31502
2018,2,uttar-pradesh,maharajganj district,52303
2018,2,uttar-pradesh,etawah district,39330
2018,2,uttar-pradesh,etah district,28606
2018,2,uttar-pradesh,banda district,25924
2018,2,uttar-pradesh,bijnor district,72561
2018,2,uttar-pradesh,hardoi district,47446
2018,2,uttar-pradesh,balrampur district,19876
2018,2,uttar-pradesh,amroha district,37694
2018,2,uttar-pradesh,pilibhit district,39569
2018,2,uttar-pradesh,mainpuri district,36613
2018,2,uttar-pradesh,kanpur dehat district,26304
2018,2,uttar-pradesh,jaunpur district,112290
2018,2,uttar-pradesh,kaushambi district,17210
2018,2,uttar-pradesh,hapur district,46702
2018,2,uttar-pradesh,hamirpur district,23749
2018,2,uttar-pradesh,meerut district,167212
2018,2,uttar-pradesh,mathura district,97917
2018,2,uttar-pradesh,chitrakoot district,14820
2018,2,uttar-pradesh,lalitpur district,27662
2018,2,uttar-pradesh,mau district,51611
2018,2,uttar-pradesh,mirzapur district,55130
2018,2,uttar-pradesh,bulandshahr district,83469
2018,2,uttar-pradesh,gonda district,49536
2018,2,uttar-pradesh,jhansi district,101307
2018,2,uttar-pradesh,chandauli district,55341
2018,2,uttar-pradesh,bhadohi district,40604
2018,2,uttar-pradesh,pratapgarh district,58488
2018,2,uttar-pradesh,saharanpur district,100762
2018,2,uttar-pradesh,bara banki district,49758
2018,2,uttar-pradesh,bareilly district,152939
2018,2,uttar-pradesh,sitapur district,63705
2018,2,uttar-pradesh,sultanpur district,53694
2018,2,uttar-pradesh,agra district,205298
2018,2,uttar-pradesh,fatehpur district,36479
2018,2,uttar-pradesh,rae bareli district,47853
2018,2,uttar-pradesh,firozabad district,57092
2018,2,uttar-pradesh,kheri district,72988
2018,2,uttar-pradesh,gorakhpur district,181126
2018,2,uttar-pradesh,unnao district,46906
2018,2,uttar-pradesh,prayagraj district,297113
2018,2,uttar-pradesh,sonbhadra district,59887
2018,2,uttar-pradesh,ghazipur district,91831
2018,2,uttar-pradesh,farrukhabad district,36990
2018,2,uttar-pradesh,kannauj district,28022
2018,2,uttar-pradesh,azamgarh district,98441
2018,2,uttar-pradesh,ayodhya district,71398
2018,2,uttar-pradesh,deoria district,85805
2018,2,uttar-pradesh,ghaziabad district,434115
2018,3,uttar-pradesh,amethi district,51158
2018,3,uttar-pradesh,siddharthnagar district,46175
2018,3,uttar-pradesh,auraiya district,39943
2018,3,uttar-pradesh,sambhal district,38981
2018,3,uttar-pradesh,kanpur nagar district,349250
2018,3,uttar-pradesh,aligarh district,144523
2018,3,uttar-pradesh,mahoba district,22466
2018,3,uttar-pradesh,lucknow district,620328
2018,3,uttar-pradesh,sant kabeer nagar district,37785
2018,3,uttar-pradesh,hathras district,44651
2018,3,uttar-pradesh,budaun district,49900
2018,3,uttar-pradesh,moradabad district,97965
2018,3,uttar-pradesh,kushinagar district,110385
2018,3,uttar-pradesh,baghpat district,49101
2018,3,uttar-pradesh,shahjahanpur district,68001
2018,3,uttar-pradesh,muzaffarnagar district,95844
2018,3,uttar-pradesh,ambedkar nagar district,66611
2018,3,uttar-pradesh,bahraich district,43463
2018,3,uttar-pradesh,jalaun district,55786
2018,3,uttar-pradesh,rampur district,51413
2018,3,uttar-pradesh,ballia district,108942
2018,3,uttar-pradesh,shravasti district,10400
2018,3,uttar-pradesh,kasganj district,28828
2018,3,uttar-pradesh,varanasi district,352604
2018,3,uttar-pradesh,gautam buddha nagar district,727480
2018,3,uttar-pradesh,basti district,70203
2018,3,uttar-pradesh,shamli district,39785
2018,3,uttar-pradesh,maharajganj district,74108
2018,3,uttar-pradesh,etawah district,51033
2018,3,uttar-pradesh,etah district,38217
2018,3,uttar-pradesh,banda district,33328
2018,3,uttar-pradesh,bijnor district,92326
2018,3,uttar-pradesh,hardoi district,62574
2018,3,uttar-pradesh,balrampur district,26607
2018,3,uttar-pradesh,amroha district,48472
2018,3,uttar-pradesh,pilibhit district,49998
2018,3,uttar-pradesh,mainpuri district,47571
2018,3,uttar-pradesh,kanpur dehat district,34514
2018,3,uttar-pradesh,jaunpur district,144600
2018,3,uttar-pradesh,kaushambi district,22789
2018,3,uttar-pradesh,hapur district,59018
2018,3,uttar-pradesh,hamirpur district,29906
2018,3,uttar-pradesh,meerut district,205977
2018,3,uttar-pradesh,mathura district,124162
2018,3,uttar-pradesh,chitrakoot district,18928
2018,3,uttar-pradesh,lalitpur district,34385
2018,3,uttar-pradesh,mau district,66077
2018,3,uttar-pradesh,mirzapur district,72693
2018,3,uttar-pradesh,bulandshahr district,106236
2018,3,uttar-pradesh,gonda district,65323
2018,3,uttar-pradesh,jhansi district,123717
2018,3,uttar-pradesh,chandauli district,69703
2018,3,uttar-pradesh,bhadohi district,51097
2018,3,uttar-pradesh,pratapgarh district,76177
2018,3,uttar-pradesh,saharanpur district,125990
2018,3,uttar-pradesh,bara banki district,63323
2018,3,uttar-pradesh,bareilly district,187467
2018,3,uttar-pradesh,sitapur district,79560
2018,3,uttar-pradesh,sultanpur district,68140
2018,3,uttar-pradesh,agra district,257453
2018,3,uttar-pradesh,fatehpur district,46136
2018,3,uttar-pradesh,rae bareli district,61003
2018,3,uttar-pradesh,firozabad district,73219
2018,3,uttar-pradesh,kheri district,92964
2018,3,uttar-pradesh,gorakhpur district,224409
2018,3,uttar-pradesh,unnao district,60921
2018,3,uttar-pradesh,prayagraj district,363743
2018,3,uttar-pradesh,sonbhadra district,73554
2018,3,uttar-pradesh,ghazipur district,117553
2018,3,uttar-pradesh,farrukhabad district,46996
2018,3,uttar-pradesh,kannauj district,37221
2018,3,uttar-pradesh,azamgarh district,128477
2018,3,uttar-pradesh,ayodhya district,89623
2018,3,uttar-pradesh,deoria district,108692
2018,3,uttar-pradesh,ghaziabad district,538532
2018,4,uttar-pradesh,amethi district,65745
2018,4,uttar-pradesh,siddharthnagar district,59751
2018,4,uttar-pradesh,auraiya district,50895
2018,4,uttar-pradesh,sambhal district,49912
2018,4,uttar-pradesh,kanpur nagar district,434315
2018,4,uttar-pradesh,aligarh district,182322
2018,4,uttar-pradesh,mahoba district,27920
2018,4,uttar-pradesh,lucknow district,765152
2018,4,uttar-pradesh,sant kabeer nagar district,49315
2018,4,uttar-pradesh,hathras district,57495
2018,4,uttar-pradesh,budaun district,64463
2018,4,uttar-pradesh,moradabad district,124336
2018,4,uttar-pradesh,kushinagar district,144642
2018,4,uttar-pradesh,baghpat district,64197
2018,4,uttar-pradesh,shahjahanpur district,86009
2018,4,uttar-pradesh,muzaffarnagar district,121370
2018,4,uttar-pradesh,ambedkar nagar district,85963
2018,4,uttar-pradesh,bahraich district,56339
2018,4,uttar-pradesh,jalaun district,69284
2018,4,uttar-pradesh,rampur district,64475
2018,4,uttar-pradesh,ballia district,140779
2018,4,uttar-pradesh,shravasti district,13710
2018,4,uttar-pradesh,kasganj district,37790
2018,4,uttar-pradesh,varanasi district,447144
2018,4,uttar-pradesh,gautam buddha nagar district,951342
2018,4,uttar-pradesh,basti district,89814
2018,4,uttar-pradesh,shamli district,50079
2018,4,uttar-pradesh,maharajganj district,98406
2018,4,uttar-pradesh,etawah district,65331
2018,4,uttar-pradesh,etah district,49972
2018,4,uttar-pradesh,banda district,42489
2018,4,uttar-pradesh,bijnor district,117817
2018,4,uttar-pradesh,hardoi district,80733
2018,4,uttar-pradesh,balrampur district,35810
2018,4,uttar-pradesh,amroha district,62580
2018,4,uttar-pradesh,pilibhit district,63133
2018,4,uttar-pradesh,mainpuri district,61346
2018,4,uttar-pradesh,kanpur dehat district,44693
2018,4,uttar-pradesh,jaunpur district,187107
2018,4,uttar-pradesh,kaushambi district,29888
2018,4,uttar-pradesh,hapur district,78340
2018,4,uttar-pradesh,hamirpur district,37584
2018,4,uttar-pradesh,meerut district,258843
2018,4,uttar-pradesh,mathura district,158865
2018,4,uttar-pradesh,chitrakoot district,24252
2018,4,uttar-pradesh,lalitpur district,43360
2018,4,uttar-pradesh,mau district,85632
2018,4,uttar-pradesh,mirzapur district,100735
2018,4,uttar-pradesh,bulandshahr district,138091
2018,4,uttar-pradesh,gonda district,83827
2018,4,uttar-pradesh,jhansi district,151158
2018,4,uttar-pradesh,chandauli district,89834
2018,4,uttar-pradesh,bhadohi district,65763
2018,4,uttar-pradesh,pratapgarh district,99522
2018,4,uttar-pradesh,saharanpur district,159512
2018,4,uttar-pradesh,bara banki district,80410
2018,4,uttar-pradesh,bareilly district,233073
2018,4,uttar-pradesh,sitapur district,107047
2018,4,uttar-pradesh,sultanpur district,86464
2018,4,uttar-pradesh,agra district,322749
2018,4,uttar-pradesh,fatehpur district,59456
2018,4,uttar-pradesh,rae bareli district,77379
2018,4,uttar-pradesh,firozabad district,93365
2018,4,uttar-pradesh,kheri district,118112
2018,4,uttar-pradesh,gorakhpur district,279761
2018,4,uttar-pradesh,unnao district,79758
2018,4,uttar-pradesh,prayagraj district,451019
2018,4,uttar-pradesh,sonbhadra district,90627
2018,4,uttar-pradesh,ghazipur district,150624
2018,4,uttar-pradesh,farrukhabad district,59929
2018,4,uttar-pradesh,kannauj district,50402
2018,4,uttar-pradesh,azamgarh district,166527
2018,4,uttar-pradesh,ayodhya district,113121
2018,4,uttar-pradesh,deoria district,139588
2018,4,uttar-pradesh,ghaziabad district,713372
2019,1,uttar-pradesh,amethi district,80707
2019,1,uttar-pradesh,siddharthnagar district,74730
2019,1,uttar-pradesh,auraiya district,61805
2019,1,uttar-pradesh,sambhal district,60840
2019,1,uttar-pradesh,kanpur nagar district,511583
2019,1,uttar-pradesh,aligarh district,221771
2019,1,uttar-pradesh,mahoba district,33600
2019,1,uttar-pradesh,lucknow district,896208
2019,1,uttar-pradesh,sant kabeer nagar district,61589
2019,1,uttar-pradesh,hathras district,71141
2019,1,uttar-pradesh,budaun district,79306
2019,1,uttar-pradesh,moradabad district,149856
2019,1,uttar-pradesh,kushinagar district,178069
2019,1,uttar-pradesh,baghpat district,79331
2019,1,uttar-pradesh,shahjahanpur district,102828
2019,1,uttar-pradesh,muzaffarnagar district,146672
2019,1,uttar-pradesh,ambedkar nagar district,105456
2019,1,uttar-pradesh,bahraich district,68614
2019,1,uttar-pradesh,jalaun district,82094
2019,1,uttar-pradesh,rampur district,78177
2019,1,uttar-pradesh,ballia district,171902
2019,1,uttar-pradesh,shravasti district,16894
2019,1,uttar-pradesh,kasganj district,46990
2019,1,uttar-pradesh,varanasi district,524667
2019,1,uttar-pradesh,gautam buddha nagar district,1143614
2019,1,uttar-pradesh,basti district,110068
2019,1,uttar-pradesh,shamli district,60928
2019,1,uttar-pradesh,maharajganj district,116789
2019,1,uttar-pradesh,etawah district,79764
2019,1,uttar-pradesh,etah district,62643
2019,1,uttar-pradesh,banda district,51294
2019,1,uttar-pradesh,bijnor district,142913
2019,1,uttar-pradesh,hardoi district,97562
2019,1,uttar-pradesh,balrampur district,44496
2019,1,uttar-pradesh,amroha district,77180
2019,1,uttar-pradesh,pilibhit district,76898
2019,1,uttar-pradesh,mainpuri district,74458
2019,1,uttar-pradesh,kanpur dehat district,55057
2019,1,uttar-pradesh,jaunpur district,229957
2019,1,uttar-pradesh,kaushambi district,36501
2019,1,uttar-pradesh,hapur district,97238
2019,1,uttar-pradesh,hamirpur district,44913
2019,1,uttar-pradesh,meerut district,311930
2019,1,uttar-pradesh,mathura district,196168
2019,1,uttar-pradesh,chitrakoot district,29453
2019,1,uttar-pradesh,lalitpur district,52158
2019,1,uttar-pradesh,mau district,103587
2019,1,uttar-pradesh,mirzapur district,118790
2019,1,uttar-pradesh,bulandshahr district,171533
2019,1,uttar-pradesh,gonda district,102076
2019,1,uttar-pradesh,jhansi district,178538
2019,1,uttar-pradesh,chandauli district,108979
2019,1,uttar-pradesh,bhadohi district,80947
2019,1,uttar-pradesh,pratapgarh district,121687
2019,1,uttar-pradesh,saharanpur district,195185
2019,1,uttar-pradesh,bara banki district,96470
2019,1,uttar-pradesh,bareilly district,279714
2019,1,uttar-pradesh,sitapur district,125826
2019,1,uttar-pradesh,sultanpur district,105768
2019,1,uttar-pradesh,agra district,392222
2019,1,uttar-pradesh,fatehpur district,71857
2019,1,uttar-pradesh,rae bareli district,92979
2019,1,uttar-pradesh,firozabad district,114566
2019,1,uttar-pradesh,kheri district,139817
2019,1,uttar-pradesh,gorakhpur district,336196
2019,1,uttar-pradesh,unnao district,95607
2019,1,uttar-pradesh,prayagraj district,532230
2019,1,uttar-pradesh,sonbhadra district,107237
2019,1,uttar-pradesh,ghazipur district,185130
2019,1,uttar-pradesh,farrukhabad district,72462
2019,1,uttar-pradesh,kannauj district,60722
2019,1,uttar-pradesh,azamgarh district,203791
2019,1,uttar-pradesh,ayodhya district,136314
2019,1,uttar-pradesh,deoria district,172036
2019,1,uttar-pradesh,ghaziabad district,859583
2019,2,uttar-pradesh,amethi district,93799
2019,2,uttar-pradesh,siddharthnagar district,88190
2019,2,uttar-pradesh,auraiya district,71776
2019,2,uttar-pradesh,sambhal district,70632
2019,2,uttar-pradesh,kanpur nagar district,585796
2019,2,uttar-pradesh,aligarh district,261612
2019,2,uttar-pradesh,mahoba district,38658
2019,2,uttar-pradesh,lucknow district,1011470
2019,2,uttar-pradesh,sant kabeer nagar district,72429
2019,2,uttar-pradesh,hathras district,84085
2019,2,uttar-pradesh,budaun district,92569
2019,2,uttar-pradesh,moradabad district,174070
2019,2,uttar-pradesh,kushinagar district,204832
2019,2,uttar-pradesh,baghpat district,93025
2019,2,uttar-pradesh,shahjahanpur district,118150
2019,2,uttar-pradesh,muzaffarnagar district,171549
2019,2,uttar-pradesh,ambedkar nagar district,121880
2019,2,uttar-pradesh,bahraich district,79858
2019,2,uttar-pradesh,jalaun district,93400
2019,2,uttar-pradesh,rampur district,90374
2019,2,uttar-pradesh,ballia district,198740
2019,2,uttar-pradesh,shravasti district,19654
2019,2,uttar-pradesh,kasganj district,55437
2019,2,uttar-pradesh,varanasi district,583444
2019,2,uttar-pradesh,gautam buddha nagar district,1282816
2019,2,uttar-pradesh,basti district,127063
2019,2,uttar-pradesh,shamli district,71012
2019,2,uttar-pradesh,maharajganj district,134589
2019,2,uttar-pradesh,etawah district,93602
2019,2,uttar-pradesh,etah district,75177
2019,2,uttar-pradesh,banda district,59791
2019,2,uttar-pradesh,bijnor district,166819
2019,2,uttar-pradesh,hardoi district,113095
2019,2,uttar-pradesh,balrampur district,52514
2019,2,uttar-pradesh,amroha district,89991
2019,2,uttar-pradesh,pilibhit district,88189
2019,2,uttar-pradesh,mainpuri district,88354
2019,2,uttar-pradesh,kanpur dehat district,65036
2019,2,uttar-pradesh,jaunpur district,264855
2019,2,uttar-pradesh,kaushambi district,42935
2019,2,uttar-pradesh,hapur district,114161
2019,2,uttar-pradesh,hamirpur district,51539
2019,2,uttar-pradesh,meerut district,361091
2019,2,uttar-pradesh,mathura district,233342
2019,2,uttar-pradesh,chitrakoot district,34500
2019,2,uttar-pradesh,lalitpur district,59896
2019,2,uttar-pradesh,mau district,119403
2019,2,uttar-pradesh,mirzapur district,133781
2019,2,uttar-pradesh,bulandshahr district,202244
2019,2,uttar-pradesh,gonda district,118179
2019,2,uttar-pradesh,jhansi district,203616
2019,2,uttar-pradesh,chandauli district,124160
2019,2,uttar-pradesh,bhadohi district,92475
2019,2,uttar-pradesh,pratapgarh district,142016
2019,2,uttar-pradesh,saharanpur district,228553
2019,2,uttar-pradesh,bara banki district,111354
2019,2,uttar-pradesh,bareilly district,318597
2019,2,uttar-pradesh,sitapur district,144888
2019,2,uttar-pradesh,sultanpur district,122590
2019,2,uttar-pradesh,agra district,461224
2019,2,uttar-pradesh,fatehpur district,83992
2019,2,uttar-pradesh,rae bareli district,107073
2019,2,uttar-pradesh,firozabad district,137236
2019,2,uttar-pradesh,kheri district,158463
2019,2,uttar-pradesh,gorakhpur district,387961
2019,2,uttar-pradesh,unnao district,110987
2019,2,uttar-pradesh,prayagraj district,602739
2019,2,uttar-pradesh,sonbhadra district,120480
2019,2,uttar-pradesh,ghazipur district,213624
2019,2,uttar-pradesh,farrukhabad district,85295
2019,2,uttar-pradesh,kannauj district,72533
2019,2,uttar-pradesh,azamgarh district,235609
2019,2,uttar-pradesh,ayodhya district,156282
2019,2,uttar-pradesh,deoria district,199594
2019,2,uttar-pradesh,ghaziabad district,975605
2019,3,uttar-pradesh,amethi district,105040
2019,3,uttar-pradesh,siddharthnagar district,99879
2019,3,uttar-pradesh,auraiya district,81392
2019,3,uttar-pradesh,sambhal district,80158
2019,3,uttar-pradesh,kanpur nagar district,655175
2019,3,uttar-pradesh,aligarh district,301404
2019,3,uttar-pradesh,mahoba district,42896
2019,3,uttar-pradesh,lucknow district,1124832
2019,3,uttar-pradesh,sant kabeer nagar district,81569
2019,3,uttar-pradesh,hathras district,96057
2019,3,uttar-pradesh,budaun district,104296
2019,3,uttar-pradesh,moradabad district,198184
2019,3,uttar-pradesh,kushinagar district,228387
2019,3,uttar-pradesh,baghpat district,106317
2019,3,uttar-pradesh,shahjahanpur district,131285
2019,3,uttar-pradesh,muzaffarnagar district,195954
2019,3,uttar-pradesh,ambedkar nagar district,134984
2019,3,uttar-pradesh,bahraich district,90019
2019,3,uttar-pradesh,jalaun district,103258
2019,3,uttar-pradesh,rampur district,102150
2019,3,uttar-pradesh,ballia district,220174
2019,3,uttar-pradesh,shravasti district,21992
2019,3,uttar-pradesh,kasganj district,63472
2019,3,uttar-pradesh,varanasi district,639586
2019,3,uttar-pradesh,gautam buddha nagar district,1415905
2019,3,uttar-pradesh,basti district,142135
2019,3,uttar-pradesh,shamli district,80923
2019,3,uttar-pradesh,maharajganj district,148207
2019,3,uttar-pradesh,etawah district,107062
2019,3,uttar-pradesh,etah district,86419
2019,3,uttar-pradesh,banda district,66504
2019,3,uttar-pradesh,bijnor district,189782
2019,3,uttar-pradesh,hardoi district,126364
2019,3,uttar-pradesh,balrampur district,59530
2019,3,uttar-pradesh,amroha district,101730
2019,3,uttar-pradesh,pilibhit district,98268
2019,3,uttar-pradesh,mainpuri district,101932
2019,3,uttar-pradesh,kanpur dehat district,74296
2019,3,uttar-pradesh,jaunpur district,294998
2019,3,uttar-pradesh,kaushambi district,49359
2019,3,uttar-pradesh,hapur district,130436
2019,3,uttar-pradesh,hamirpur district,56997
2019,3,uttar-pradesh,meerut district,408972
2019,3,uttar-pradesh,mathura district,268573
