state,year,quarter,registered_users,total_open_apps,phone_brand,phone_count,Percentage
andhra-pradesh,2021,1,18363733,957709447,Apple,421002,2.29
andhra-pradesh,2021,1,18363733,957709447,OnePlus,355922,1.94
andhra-pradesh,2021,1,18363733,957709447,Lenovo,277980,1.51
andhra-pradesh,2021,1,18363733,957709447,Others,1267571,6.90
andhra-pradesh,2021,2,19620905,1044705436,Xiaomi,4937684,25.17
andhra-pradesh,2021,2,19620905,1044705436,Samsung,3798250,19.36
andhra-pradesh,2021,2,19620905,1044705436,Vivo,3572140,18.21
andhra-pradesh,2021,2,19620905,1044705436,Oppo,2173037,11.08
andhra-pradesh,2021,2,19620905,1044705436,Realme,1817804,9.26
andhra-pradesh,2021,2,19620905,1044705436,Motorola,503072,2.56
andhra-pradesh,2021,2,19620905,1044705436,Apple,450689,2.30
andhra-pradesh,2021,2,19620905,1044705436,Huawei,440324,2.24
andhra-pradesh,2021,2,19620905,1044705436,OnePlus,394851,2.01
andhra-pradesh,2021,2,19620905,1044705436,Lenovo,261201,1.33
andhra-pradesh,2021,2,19620905,1044705436,Others,1271853,6.48
andhra-pradesh,2021,3,21059898,1258536879,Xiaomi,5256707,24.96
andhra-pradesh,2021,3,21059898,1258536879,Vivo,3981492,18.91
andhra-pradesh,2021,3,21059898,1258536879,Samsung,3911188,18.57
andhra-pradesh,2021,3,21059898,1258536879,Oppo,2382363,11.31
andhra-pradesh,2021,3,21059898,1258536879,Realme,2134616,10.14
andhra-pradesh,2021,3,21059898,1258536879,Motorola,486971,2.31
andhra-pradesh,2021,3,21059898,1258536879,Apple,480993,2.28
andhra-pradesh,2021,3,21059898,1258536879,OnePlus,459011,2.18
andhra-pradesh,2021,3,21059898,1258536879,Huawei,435214,2.07
andhra-pradesh,2021,3,21059898,1258536879,Lenovo,245241,1.16
andhra-pradesh,2021,3,21059898,1258536879,Others,1286102,6.11
andhra-pradesh,2021,4,22489029,1447717601,Xiaomi,5518238,24.54
andhra-pradesh,2021,4,22489029,1447717601,Vivo,4381023,19.48
andhra-pradesh,2021,4,22489029,1447717601,Samsung,4017419,17.86
andhra-pradesh,2021,4,22489029,1447717601,Oppo,2580845,11.48
andhra-pradesh,2021,4,22489029,1447717601,Realme,2528884,11.24
andhra-pradesh,2021,4,22489029,1447717601,Apple,544986,2.42
andhra-pradesh,2021,4,22489029,1447717601,OnePlus,525373,2.34
andhra-pradesh,2021,4,22489029,1447717601,Motorola,474422,2.11
andhra-pradesh,2021,4,22489029,1447717601,Huawei,409934,1.82
andhra-pradesh,2021,4,22489029,1447717601,Lenovo,224391,1.00
andhra-pradesh,2021,4,22489029,1447717601,Others,1283514,5.71
andhra-pradesh,2022,1,23857951,1254785973,Xiaomi,5743382,24.07
andhra-pradesh,2022,1,23857951,1254785973,Vivo,4772765,20.00
andhra-pradesh,2022,1,23857951,1254785973,Samsung,4124296,17.29
andhra-pradesh,2022,1,23857951,1254785973,Realme,2864092,12.00
andhra-pradesh,2022,1,23857951,1254785973,Oppo,2780974,11.66
andhra-pradesh,2022,1,23857951,1254785973,Apple,594003,2.49
andhra-pradesh,2022,1,23857951,1254785973,OnePlus,580737,2.43
andhra-pradesh,2022,1,23857951,1254785973,Motorola,463652,1.94
andhra-pradesh,2022,1,23857951,1254785973,Huawei,401477,1.68
andhra-pradesh,2022,1,23857951,1254785973,Lenovo,222586,0.93
andhra-pradesh,2022,1,23857951,1254785973,Others,1309987,5.49
meghalaya,2018,1,18513,0,Xiaomi,4528,24.46
meghalaya,2018,1,18513,0,Samsung,3411,18.42
meghalaya,2018,1,18513,0,Vivo,1869,10.10
meghalaya,2018,1,18513,0,Oppo,1779,9.61
meghalaya,2018,1,18513,0,Realme,1065,5.75
meghalaya,2018,1,18513,0,Motorola,662,3.58
meghalaya,2018,1,18513,0,Lenovo,577,3.12
meghalaya,2018,1,18513,0,Apple,548,2.96
meghalaya,2018,1,18513,0,Micromax,498,2.69
meghalaya,2018,1,18513,0,OnePlus,435,2.35
meghalaya,2018,1,18513,0,Others,3141,16.97
meghalaya,2018,2,26618,0,Xiaomi,6618,24.86
meghalaya,2018,2,26618,0,Samsung,4962,18.64
meghalaya,2018,2,26618,0,Vivo,2798,10.51
meghalaya,2018,2,26618,0,Oppo,2671,10.03
meghalaya,2018,2,26618,0,Realme,1478,5.55
meghalaya,2018,2,26618,0,Motorola,917,3.45
meghalaya,2018,2,26618,0,Lenovo,808,3.04
meghalaya,2018,2,26618,0,Apple,711,2.67
meghalaya,2018,2,26618,0,Micromax,667,2.51
meghalaya,2018,2,26618,0,Asus,556,2.09
meghalaya,2018,2,26618,0,Others,4432,16.65
meghalaya,2018,3,37281,0,Xiaomi,9247,24.80
meghalaya,2018,3,37281,0,Samsung,7096,19.03
meghalaya,2018,3,37281,0,Vivo,4323,11.60
meghalaya,2018,3,37281,0,Oppo,3817,10.24
meghalaya,2018,3,37281,0,Realme,1993,5.35
meghalaya,2018,3,37281,0,Motorola,1170,3.14
meghalaya,2018,3,37281,0,Lenovo,958,2.57
meghalaya,2018,3,37281,0,Apple,908,2.44
meghalaya,2018,3,37281,0,Micromax,900,2.41
meghalaya,2018,3,37281,0,Asus,784,2.10
meghalaya,2018,3,37281,0,Others,6085,16.32
meghalaya,2018,4,49634,0,Xiaomi,12391,24.96
meghalaya,2018,4,49634,0,Samsung,9662,19.47
meghalaya,2018,4,49634,0,Vivo,6164,12.42
meghalaya,2018,4,49634,0,Oppo,5306,10.69
meghalaya,2018,4,49634,0,Realme,2710,5.46
meghalaya,2018,4,49634,0,Motorola,1447,2.92
meghalaya,2018,4,49634,0,Lenovo,1261,2.54
meghalaya,2018,4,49634,0,Apple,1138,2.29
meghalaya,2018,4,49634,0,Asus,1055,2.13
meghalaya,2018,4,49634,0,Micromax,1051,2.12
meghalaya,2018,4,49634,0,Others,7449,15.01
meghalaya,2019,1,61487,0,Xiaomi,15243,24.79
meghalaya,2019,1,61487,0,Samsung,11907,19.37
meghalaya,2019,1,61487,0,Vivo,7947,12.92
meghalaya,2019,1,61487,0,Oppo,6915,11.25
meghalaya,2019,1,61487,0,Realme,3316,5.39
meghalaya,2019,1,61487,0,Motorola,1658,2.70
meghalaya,2019,1,61487,0,Lenovo,1461,2.38
meghalaya,2019,1,61487,0,Apple,1365,2.22
meghalaya,2019,1,61487,0,Huawei,1316,2.14
meghalaya,2019,1,61487,0,Micromax,1298,2.11
meghalaya,2019,1,61487,0,Others,9061,14.74
meghalaya,2019,2,74746,395764,Xiaomi,18498,24.75
meghalaya,2019,2,74746,395764,Samsung,14431,19.31
meghalaya,2019,2,74746,395764,Vivo,9893,13.24
meghalaya,2019,2,74746,395764,Oppo,8757,11.72
meghalaya,2019,2,74746,395764,Realme,4015,5.37
meghalaya,2019,2,74746,395764,Motorola,1926,2.58
meghalaya,2019,2,74746,395764,Lenovo,1740,2.33
meghalaya,2019,2,74746,395764,Huawei,1622,2.17
meghalaya,2019,2,74746,395764,Apple,1607,2.15
meghalaya,2019,2,74746,395764,Micromax,1521,2.03
meghalaya,2019,2,74746,395764,Others,10736,14.36
meghalaya,2019,3,87395,1387814,Xiaomi,21608,24.72
meghalaya,2019,3,87395,1387814,Samsung,16550,18.94
meghalaya,2019,3,87395,1387814,Vivo,11978,13.71
meghalaya,2019,3,87395,1387814,Oppo,10379,11.88
meghalaya,2019,3,87395,1387814,Realme,4869,5.57
meghalaya,2019,3,87395,1387814,Motorola,2101,2.40
meghalaya,2019,3,87395,1387814,Huawei,1917,2.19
meghalaya,2019,3,87395,1387814,Apple,1850,2.12
meghalaya,2019,3,87395,1387814,Asus,1800,2.06
meghalaya,2019,3,87395,1387814,Micromax,1791,2.05
meghalaya,2019,3,87395,1387814,Others,12552,14.36
meghalaya,2019,4,100030,1490542,Xiaomi,24747,24.74
meghalaya,2019,4,100030,1490542,Samsung,19042,19.04
meghalaya,2019,4,100030,1490542,Vivo,14054,14.05
meghalaya,2019,4,100030,1490542,Oppo,12145,12.14
meghalaya,2019,4,100030,1490542,Realme,5932,5.93
meghalaya,2019,4,100030,1490542,Motorola,2238,2.24
meghalaya,2019,4,100030,1490542,Huawei,2178,2.18
meghalaya,2019,4,100030,1490542,Apple,2052,2.05
meghalaya,2019,4,100030,1490542,Micromax,1999,2.00
meghalaya,2019,4,100030,1490542,Asus,1825,1.82
meghalaya,2019,4,100030,1490542,Others,13818,13.81
meghalaya,2020,1,113814,1716211,Xiaomi,27877,24.49
meghalaya,2020,1,113814,1716211,Samsung,21610,18.99
meghalaya,2020,1,113814,1716211,Vivo,16379,14.39
meghalaya,2020,1,113814,1716211,Oppo,14191,12.47
meghalaya,2020,1,113814,1716211,Realme,7242,6.36
meghalaya,2020,1,113814,1716211,Huawei,2446,2.15
meghalaya,2020,1,113814,1716211,Motorola,2386,2.10
meghalaya,2020,1,113814,1716211,Apple,2309,2.03
meghalaya,2020,1,113814,1716211,Micromax,2089,1.84
meghalaya,2020,1,113814,1716211,Asus,2050,1.80
meghalaya,2020,1,113814,1716211,Others,15235,13.39
meghalaya,2020,2,136211,2205253,Xiaomi,32935,24.18
meghalaya,2020,2,136211,2205253,Samsung,25696,18.86
meghalaya,2020,2,136211,2205253,Vivo,20152,14.79
meghalaya,2020,2,136211,2205253,Oppo,17459,12.82
meghalaya,2020,2,136211,2205253,Realme,9186,6.74
meghalaya,2020,2,136211,2205253,Huawei,2792,2.05
meghalaya,2020,2,136211,2205253,Motorola,2600,1.91
meghalaya,2020,2,136211,2205253,Micromax,2562,1.88
meghalaya,2020,2,136211,2205253,Apple,2489,1.83
meghalaya,2020,2,136211,2205253,Asus,2372,1.74
meghalaya,2020,2,136211,2205253,Others,17968,13.19
meghalaya,2020,3,157741,2384534,Xiaomi,37816,23.97
meghalaya,2020,3,157741,2384534,Samsung,29736,18.85
meghalaya,2020,3,157741,2384534,Vivo,23981,15.20
meghalaya,2020,3,157741,2384534,Oppo,20562,13.04
meghalaya,2020,3,157741,2384534,Realme,11286,7.15
meghalaya,2020,3,157741,2384534,Huawei,3110,1.97
meghalaya,2020,3,157741,2384534,Micromax,2892,1.83
meghalaya,2020,3,157741,2384534,Motorola,2853,1.81
meghalaya,2020,3,157741,2384534,Apple,2775,1.76
meghalaya,2020,3,157741,2384534,Asus,2623,1.66
meghalaya,2020,3,157741,2384534,Others,20107,12.75
meghalaya,2020,4,176447,2745917,Xiaomi,41993,23.80
meghalaya,2020,4,176447,2745917,Samsung,33436,18.95
meghalaya,2020,4,176447,2745917,Vivo,27150,15.39
meghalaya,2020,4,176447,2745917,Oppo,23405,13.26
meghalaya,2020,4,176447,2745917,Realme,13219,7.49
meghalaya,2020,4,176447,2745917,Huawei,3369,1.91
meghalaya,2020,4,176447,2745917,Apple,3096,1.75
meghalaya,2020,4,176447,2745917,Micromax,3067,1.74
meghalaya,2020,4,176447,2745917,Motorola,3016,1.71
meghalaya,2020,4,176447,2745917,Asus,2832,1.61
meghalaya,2020,4,176447,2745917,Others,21864,12.39
meghalaya,2021,1,190869,2939026,Xiaomi,45624,23.90
meghalaya,2021,1,190869,2939026,Samsung,35701,18.70
meghalaya,2021,1,190869,2939026,Vivo,30076,15.76
meghalaya,2021,1,190869,2939026,Oppo,25290,13.25
meghalaya,2021,1,190869,2939026,Realme,14857,7.78
meghalaya,2021,1,190869,2939026,Huawei,3554,1.86
meghalaya,2021,1,190869,2939026,Apple,3344,1.75
meghalaya,2021,1,190869,2939026,Asus,3198,1.68
meghalaya,2021,1,190869,2939026,Micromax,3117,1.63
meghalaya,2021,1,190869,2939026,Motorola,3077,1.61
meghalaya,2021,1,190869,2939026,Others,23031,12.07
meghalaya,2021,2,205686,7290804,Xiaomi,48812,23.73
meghalaya,2021,2,205686,7290804,Samsung,38364,18.65
meghalaya,2021,2,205686,7290804,Vivo,32487,15.79
meghalaya,2021,2,205686,7290804,Oppo,27101,13.18
meghalaya,2021,2,205686,7290804,Realme,17555,8.53
meghalaya,2021,2,205686,7290804,Apple,3658,1.78
meghalaya,2021,2,205686,7290804,Huawei,3596,1.75
meghalaya,2021,2,205686,7290804,Asus,3185,1.55
meghalaya,2021,2,205686,7290804,Motorola,3069,1.49
meghalaya,2021,2,205686,7290804,Micromax,3045,1.48
meghalaya,2021,2,205686,7290804,Others,24814,12.06
meghalaya,2021,3,223065,9952956,Xiaomi,52800,23.67
meghalaya,2021,3,223065,9952956,Samsung,39809,17.85
meghalaya,2021,3,223065,9952956,Vivo,36214,16.23
meghalaya,2021,3,223065,9952956,Oppo,29861,13.39
meghalaya,2021,3,223065,9952956,Realme,20601,9.24
meghalaya,2021,3,223065,9952956,Apple,4026,1.80
meghalaya,2021,3,223065,9952956,Huawei,3953,1.77
meghalaya,2021,3,223065,9952956,Motorola,3086,1.38
meghalaya,2021,3,223065,9952956,Asus,3078,1.38
meghalaya,2021,3,223065,9952956,Micromax,3036,1.36
meghalaya,2021,3,223065,9952956,Others,26601,11.93
meghalaya,2021,4,240268,6048594,Xiaomi,57355,23.87
meghalaya,2021,4,240268,6048594,Samsung,41499,17.27
meghalaya,2021,4,240268,6048594,Vivo,38748,16.13
meghalaya,2021,4,240268,6048594,Oppo,31903,13.28
meghalaya,2021,4,240268,6048594,Realme,24878,10.35
meghalaya,2021,4,240268,6048594,Apple,4556,1.90
meghalaya,2021,4,240268,6048594,Huawei,3875,1.61
meghalaya,2021,4,240268,6048594,Motorola,3123,1.30
meghalaya,2021,4,240268,6048594,Asus,3113,1.30
meghalaya,2021,4,240268,6048594,HMD Global,3095,1.29
meghalaya,2021,4,240268,6048594,Others,28123,11.70
meghalaya,2022,1,255839,23634106,Xiaomi,60423,23.62
meghalaya,2022,1,255839,23634106,Samsung,42900,16.77
meghalaya,2022,1,255839,23634106,Vivo,41306,16.15
meghalaya,2022,1,255839,23634106,Oppo,34290,13.40
meghalaya,2022,1,255839,23634106,Realme,28354,11.08
meghalaya,2022,1,255839,23634106,Apple,4983,1.95
meghalaya,2022,1,255839,23634106,Huawei,3947,1.54
meghalaya,2022,1,255839,23634106,Tecno,3471,1.36
meghalaya,2022,1,255839,23634106,OnePlus,3191,1.25
meghalaya,2022,1,255839,23634106,Micromax,3139,1.23
meghalaya,2022,1,255839,23634106,Others,29835,11.66
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,53258,0,Xiaomi,12990,24.39
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,53258,0,Samsung,10123,19.01
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,53258,0,Vivo,8579,16.11
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,53258,0,Oppo,5623,10.56
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,53258,0,Realme,3008,5.65
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,53258,0,Lenovo,1714,3.22
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,53258,0,Motorola,1527,2.87
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,53258,0,Apple,1436,2.70
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,53258,0,OnePlus,1090,2.05
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,53258,0,Micromax,847,1.59
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,53258,0,Others,6321,11.87
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,71458,0,Xiaomi,17620,24.66
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,71458,0,Samsung,13325,18.65
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,71458,0,Vivo,12204,17.08
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,71458,0,Oppo,7585,10.61
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,71458,0,Realme,3991,5.59
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,71458,0,Lenovo,2117,2.96
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,71458,0,Motorola,1935,2.71
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,71458,0,Apple,1812,2.54
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,71458,0,OnePlus,1328,1.86
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,71458,0,Huawei,1132,1.58
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,71458,0,Others,8409,11.77
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,92107,0,Xiaomi,22407,24.33
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,92107,0,Samsung,17165,18.64
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,92107,0,Vivo,16781,18.22
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,92107,0,Oppo,9875,10.72
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,92107,0,Realme,5100,5.54
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,92107,0,Lenovo,2523,2.74
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,92107,0,Motorola,2378,2.58
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,92107,0,Apple,2146,2.33
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,92107,0,OnePlus,1545,1.68
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,92107,0,Huawei,1514,1.64
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,92107,0,Others,10673,11.59
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,116511,0,Xiaomi,28477,24.44
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,116511,0,Vivo,22409,19.23
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,116511,0,Samsung,21520,18.47
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,116511,0,Oppo,12699,10.90
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,116511,0,Realme,6489,5.57
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,116511,0,Lenovo,2931,2.52
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,116511,0,Motorola,2811,2.41
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,116511,0,Apple,2546,2.19
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,116511,0,Huawei,2029,1.74
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,116511,0,OnePlus,1795,1.54
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,116511,0,Others,12805,10.99
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,140532,0,Xiaomi,34460,24.52
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,140532,0,Vivo,27883,19.84
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,140532,0,Samsung,25799,18.36
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,140532,0,Oppo,15701,11.17
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,140532,0,Realme,7762,5.52
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,140532,0,Lenovo,3296,2.35
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,140532,0,Motorola,3175,2.26
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,140532,0,Apple,2928,2.08
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,140532,0,Huawei,2510,1.79
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,140532,0,OnePlus,2058,1.46
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,140532,0,Others,14960,10.65
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,158580,860686,Xiaomi,38996,24.59
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,158580,860686,Vivo,32183,20.29
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,158580,860686,Samsung,28908,18.23
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,158580,860686,Oppo,18106,11.42
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,158580,860686,Realme,8833,5.57
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,158580,860686,Lenovo,3513,2.22
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,158580,860686,Motorola,3454,2.18
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,158580,860686,Apple,3276,2.07
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,158580,860686,Huawei,2827,1.78
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,158580,860686,OnePlus,2202,1.39
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,158580,860686,Others,16282,10.27
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,176929,3126189,Xiaomi,43202,24.42
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,176929,3126189,Vivo,37115,20.98
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,176929,3126189,Samsung,31867,18.01
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,176929,3126189,Oppo,20623,11.66
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,176929,3126189,Realme,10150,5.74
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,176929,3126189,Lenovo,3660,2.07
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,176929,3126189,Motorola,3640,2.06
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,176929,3126189,Apple,3605,2.04
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,176929,3126189,Huawei,3096,1.75
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,176929,3126189,OnePlus,2366,1.34
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,176929,3126189,Others,17605,9.95
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,197598,3770543,Xiaomi,48012,24.30
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,197598,3770543,Vivo,42886,21.70
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,197598,3770543,Samsung,35031,17.73
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,197598,3770543,Oppo,23415,11.85
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,197598,3770543,Realme,12044,6.10
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,197598,3770543,Apple,3874,1.96
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,197598,3770543,Motorola,3849,1.95
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,197598,3770543,Lenovo,3794,1.92
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,197598,3770543,Huawei,3405,1.72
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,197598,3770543,OnePlus,2529,1.28
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,197598,3770543,Others,18759,9.49
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,218496,4195122,Xiaomi,52683,24.11
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,218496,4195122,Vivo,48874,22.37
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,218496,4195122,Samsung,38134,17.45
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,218496,4195122,Oppo,26282,12.03
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,218496,4195122,Realme,13927,6.37
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,218496,4195122,Apple,4178,1.91
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,218496,4195122,Motorola,4028,1.84
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,218496,4195122,Lenovo,3944,1.81
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,218496,4195122,Huawei,3732,1.71
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,218496,4195122,OnePlus,2682,1.23
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,218496,4195122,Others,20032,9.17
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,244814,4505127,Xiaomi,58073,23.72
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,244814,4505127,Vivo,56525,23.09
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,244814,4505127,Samsung,42346,17.30
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,244814,4505127,Oppo,29921,12.22
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,244814,4505127,Realme,16175,6.61
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,244814,4505127,Apple,4502,1.84
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,244814,4505127,Motorola,4308,1.76
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,244814,4505127,Lenovo,4157,1.70
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,244814,4505127,Huawei,4069,1.66
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,244814,4505127,OnePlus,2817,1.15
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,244814,4505127,Others,21921,8.95
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,267946,4421499,Vivo,63527,23.71
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,267946,4421499,Xiaomi,62612,23.37
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,267946,4421499,Samsung,46194,17.24
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,267946,4421499,Oppo,33220,12.40
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,267946,4421499,Realme,18327,6.84
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,267946,4421499,Apple,4852,1.81
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,267946,4421499,Motorola,4473,1.67
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,267946,4421499,Huawei,4325,1.61
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,267946,4421499,Lenovo,4294,1.60
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,267946,4421499,OnePlus,2971,1.11
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,267946,4421499,Others,23151,8.64
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,296493,6196436,Vivo,71995,24.28
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,296493,6196436,Xiaomi,68314,23.04
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,296493,6196436,Samsung,50714,17.10
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,296493,6196436,Oppo,36932,12.46
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,296493,6196436,Realme,20993,7.08
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,296493,6196436,Apple,5335,1.80
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,296493,6196436,Motorola,4712,1.59
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,296493,6196436,Huawei,4635,1.56
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,296493,6196436,Lenovo,4516,1.52
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,296493,6196436,OnePlus,3173,1.07
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,296493,6196436,Others,25174,8.49
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,321396,7302462,Vivo,79699,24.80
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,321396,7302462,Xiaomi,73383,22.83
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,321396,7302462,Samsung,54230,16.87
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,321396,7302462,Oppo,40045,12.46
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,321396,7302462,Realme,23882,7.43
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,321396,7302462,Apple,5784,1.80
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,321396,7302462,Huawei,4871,1.52
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,321396,7302462,Motorola,4859,1.51
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,321396,7302462,Lenovo,4531,1.41
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,321396,7302462,Tecno,3575,1.11
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,321396,7302462,Others,26537,8.26
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,344994,5062983,Vivo,87001,25.22
